Serial_no,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
5110,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),20:40,04:30,07h 50m,INR 361,33 Seats available,"4.6
380",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5111,Fouji travels,A/C Seater / Sleeper (2+1),23:00,07:00,08h 00m,INR 399,21 Seats available,"4.2
741",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5112,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,07:45,08h 15m,INR 393,45 Seats available,"4.5
470",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5113,International Tourist Centre,VE A/C Seater / Sleeper (2+1),21:30,06:15,08h 45m,INR 440,38 Seats available,"4.6
929",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5114,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,07:05,09h 05m,417,35 Seats available,"4.5
901",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5115,FlixBus,Bharat Benz A/C Seater (2+2),23:50,08:35,08h 45m,INR 454.08,35 Seats available,"4.2
98",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5116,Ashok Bus Service,VE A/C Sleeper (2+1),23:10,07:00,07h 50m,427,36 Seats available,"4.5
695",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5117,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,05:40,08h 00m,INR 379,30 Seats available,"4.4
491",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5118,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),18:15,02:15,08h 00m,INR 899,11 Seats available,"4.4
107",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5119,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:15,05:35,08h 20m,INR 394,44 Seats available,"4.5
608",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5120,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:00,05:50,07h 50m,INR 399,32 Seats available,"4.4
896",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5121,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,05:45,08h 15m,INR 551,26 Seats available,"4.5
365",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5122,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,07:00,08h 15m,INR 6000,46 Seats available,"4.5
559",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5123,Hare Rama Travels,A/C Seater/Sleeper (2+1),22:50,06:50,08h 00m,INR 499,29 Seats available,"4.2
203",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5124,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,07:15,08h 15m,INR 399,36 Seats available,"4.4
443",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5125,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),23:15,07:45,08h 30m,INR 399,40 Seats available,"4.5
94",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5126,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),23:30,07:30,08h 00m,900,31 Seats available,"4.5
124",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5127,Gola Bus Service,A/C Seater/Sleeper (2+1),23:46,07:30,07h 44m,INR 699,28 Seats available,"4.1
161",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5128,Gola Bus Service,VE A/C Seater / Sleeper (2+1),00:10,06:50,06h 40m,INR 699,19 Seats available,"4.4
194",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5129,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:05,05:20,07h 15m,INR 699,21 Seats available,"4.3
160",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5130,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:50,05:25,08h 35m,INR 506,31 Seats available,"4.5
156",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5131,VGO BUS,A/C Sleeper (2+1),22:35,07:00,08h 25m,INR 599,26 Seats available,"4.2
195",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5132,Gola Bus Service,VE A/C Seater / Sleeper (2+1),00:30,07:55,07h 25m,INR 699,24 Seats available,"4.3
119",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5133,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:15,06:10,06h 55m,664,17 Seats available,"4.3
142",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5134,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:40,08:30,08h 50m,713,24 Seats available,"4.0
100",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5135,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),22:40,07:00,08h 20m,949,20 Seats available,"4.5
286",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5136,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:05,05:45,06h 40m,INR 565,17 Seats available,"4.7
38",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5137,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:30,05:30,08h 00m,599,34 Seats available,"4.6
168",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5138,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+1),22:34,05:50,07h 16m,719,16 Seats available,"4.2
63",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5139,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:55,07:30,07h 35m,664,27 Seats available,"4.7
35",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5140,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,06:15,07h 30m,INR 628,37 Seats available,"4.3
40",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5141,Ashok Bus Service,A/C Seater / Sleeper (2+1),22:10,06:20,08h 10m,INR 399,35 Seats available,"3.8
432",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5142,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),23:20,07:45,08h 25m,899,21 Seats available,"3.9
39",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5143,Krishna Travels,A/C Seater/Sleeper (2+1),23:58,07:59,08h 01m,INR 799,14 Seats available,"3.8
121",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5144,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),22:30,06:15,07h 45m,INR 499,27 Seats available,"3.3
335",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5145,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,07:15,07h 25m,INR 687,27 Seats available,"4.1
46",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5146,IntrCity SmartBus,A/C Seater / Sleeper (2+1),00:20,08:00,07h 40m,INR 698,29 Seats available,"4.5
30",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5147,Fouji travels,Bharat Benz A/C Seater / Sleeper (2+2),23:55,07:00,07h 05m,INR 599,31 Seats available,"4.7
23",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5148,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:55,05:00,07h 05m,INR 599,46 Seats available,"3.8
51",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5149,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:40,06:30,08h 50m,599,25 Seats available,"3.9
45",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5150,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),17:30,01:10,07h 40m,INR 599,24 Seats available,"3.3
70",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5151,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),11:05,19:20,08h 15m,INR 499,25 Seats available,"3.6
352",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5152,Krishna Travels,A/C Seater / Sleeper (2+2),23:45,07:29,07h 44m,INR 649,34 Seats available,"3.8
34",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5153,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),22:50,08:25,09h 35m,990,24 Seats available,"3.8
46",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5154,Dhruv Travels,A/C Seater / Sleeper (2+2),22:50,07:00,08h 10m,INR 449,41 Seats available,"2.9
77",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5155,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,06:00,08h 00m,599,26 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5156,Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),22:45,05:40,06h 55m,INR 599,16 Seats available,"4.4
9",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5157,IntrCity SmartBus,A/C Sleeper (2+1),20:15,04:35,08h 20m,INR 584,29 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5158,Fouji travels,A/C Seater / Sleeper (2+1),23:40,06:20,06h 40m,INR 599,23 Seats available,"3.5
19",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5159,Shakmbhari Travels,A/C Seater / Sleeper (2+1),23:59,07:15,07h 16m,INR 694,20 Seats available,"3.4
15",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5160,Tourist Point,A/C Seater / Sleeper (2+2),23:10,08:30,09h 20m,INR 1299,48 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5161,Jagdamba tourism,A/C Seater/Sleeper (2+1),23:00,06:15,07h 15m,INR 599,29 Seats available,"2.9
14",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5162,Mahalaxmi Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:10,08:55,09h 45m,INR 999,28 Seats available,"3.4
5",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5163,Vinay Travels,VE A/C Seater / Sleeper (2+1),00:05,07:35,07h 30m,699,16 Seats available,"2.6
18",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5164,Tourist Point,A/C Seater / Sleeper (2+2),20:15,05:30,09h 15m,INR 4000,50 Seats available,"2.1
13",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5165,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),22:20,06:30,08h 10m,INR 599,18 Seats available,"2.5
4",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5166,KN Nehra Travels,A/C Seater / Sleeper (2+1),23:45,07:30,07h 45m,INR 799,30 Seats available,"1.6
12",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5167,SVD TRAVELS & TRANSPORT LLP,VE A/C Seater / Sleeper (2+1),22:35,06:30,07h 55m,INR 699,24 Seats available,"4.3
21",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5168,Golden Holidays,A/C Seater / Sleeper (2+1),20:00,05:30,09h 30m,INR 799,34 Seats available,"2.7
165",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5169,E Bus India,A/C Seater/Sleeper (2+1),22:00,06:30,08h 30m,1259,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5170,Shakmbhari Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,05:25,07h 25m,INR 594,17 Seats available,2.9,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5171,Arhaan Travels,A/C Seater / Sleeper (2+1),22:15,06:30,08h 15m,854,40 Seats available,"2.8
28",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5172,GK Travels,A/C Seater/Sleeper (2+1),22:30,06:00,07h 30m,INR 499,39 Seats available,"2.8
23",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5173,River Tour And Travel,A/C Seater / Sleeper (2+2),21:00,04:45,07h 45m,INR 399,24 Seats available,"2.9
15",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5174,KST Travels,A/C Seater / Sleeper (2+2),22:15,05:25,07h 10m,INR 649,39 Seats available,"3.8
4",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5175,Revanta Roadlines,A/C Seater / Sleeper (2+2),22:45,05:35,06h 50m,INR 799,48 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5176,GK Travels,A/C Seater/Sleeper (2+1),21:30,04:30,07h 00m,INR 999,33 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5177,GK Travels,A/C Seater/Sleeper (2+1),21:00,04:30,07h 30m,INR 999,25 Seats available,2.8,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5178,International Tourist Centre,A/C Seater / Sleeper (2+2),22:10,07:00,08h 50m,INR 1199,34 Seats available,"2.9
13",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5179,FlixBus,Bharat Benz A/C Seater (2+2),11:00,20:20,09h 20m,INR 440.88,31 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5180,River Tour And Travel,A/C Seater / Sleeper (2+2),20:30,04:15,07h 45m,INR 399,24 Seats available,"2.0
21",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5181,Captain tour and Travels,A/C Seater / Sleeper (2+1),23:20,07:15,07h 55m,INR 3999,28 Seats available,"2.1
14",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5182,DIVA BUS,A/C Seater / Sleeper (2+1),23:40,08:53,09h 13m,INR 1499,42 Seats available,"2.6
11",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5183,JMD Travels,A/C Seater / Sleeper (2+2),22:30,06:00,07h 30m,INR 1699,48 Seats available,"2.3
6",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5184,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),22:05,07:20,09h 15m,INR 975,32 Seats available,"1.2
4",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5185,New India Travels,A/C Seater / Sleeper (2+2),22:30,05:00,06h 30m,INR 999,26 Seats available,"1.4
13",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5186,Sri Abhinandan Tours,A/C Seater / Sleeper (2+2),20:15,05:00,08h 45m,INR 1345,16 Seats available,"1.9
9",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5187,Kashi Vishwanath Tours and Travels,A/C Seater / Sleeper (2+2),23:55,07:15,07h 20m,INR 590,50 Seats available,"1.2
11",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5188,International Tourist Centre,A/C Seater / Sleeper (2+2),22:00,07:00,09h 00m,INR 1199,36 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5189,Shri Rishabh Travels,AC Sleeper (2+1),23:23,06:22,06h 59m,INR 1190,34 Seats available,2.6,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5190,FlixBus,A/C Sleeper (2+1),23:20,07:40,08h 20m,INR 943.36,16 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5191,FlixBus,A/C Sleeper (2+1),22:15,07:10,08h 55m,INR 545.6,14 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5192,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),21:35,04:40,07h 05m,INR 900,36 Seats available,3.1,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5193,Golden Holidays,A/C Seater / Sleeper (2+1),13:05,20:15,07h 10m,INR 1000,19 Seats available,2.6,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5194,Jagdamba tourism,A/C Seater / Sleeper (2+2),22:30,06:30,08h 00m,INR 1499,32 Seats available,1.9,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5195,Shri Radha Rani Travels,A/C Seater/Sleeper (2+1),21:30,06:15,08h 45m,INR 4000,29 Seats available,1.5,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5196,Bhumi Travels,A/C Seater / Sleeper (2+2),23:45,08:40,08h 55m,INR 1399,36 Seats available,1.3,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
5197,Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,INR 550,40 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5198,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,INR 600,44 Seats available,"1.4
21",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5199,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,629,31 Seats available,"1.1
15",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5200,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,06:00,09h 30m,INR 1300,30 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5201,Yuvraj Travels,NON AC Seater / Sleeper 2+1,20:00,06:00,10h 00m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5202,Yuvraj Travels,NON AC Seater / Sleeper 2+1,21:30,06:00,08h 30m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5203,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),21:00,06:30,09h 30m,INR 1200,32 Seats available,1.4,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5204,Shivendra Travels,A/C Sleeper (2+1),21:00,06:00,09h 00m,INR 3500,1 Seat available, ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5205,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),19:30,06:10,10h 40m,INR 400,45 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5206,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,06:10,09h 10m,INR 400,45 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5207,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,06:30,09h 30m,INR 400,45 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5208,Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:45,05:45,08h 00m,INR 2000,47 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
5209,KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,719,30 Seats available,"1.0
9",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5210,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5211,Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5212,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,INR 1200,26 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5213,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,INR 550,40 Seats available,4.1,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5214,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,INR 600,44 Seats available,1.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5215,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),19:00,06:30,11h 30m,INR 1200,32 Seats available,1.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5216,Shivendra Travels,A/C Sleeper (2+1),20:00,05:30,09h 30m,INR 3500,1 Seat available, ,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5217,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),18:45,05:30,10h 45m,INR 400,45 Seats available, ,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5218,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00,05:20,09h 20m,INR 400,45 Seats available, ,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5219,Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),19:40,04:45,09h 05m,INR 2000,47 Seats available, ,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
5220,RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,02:30,05h 30m,INR 891,35 Seats available,"3.0
5",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5221,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),11:15,15:15,04h 00m,INR 399,28 Seats available,"4.5
44",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5222,FlixBus,A/C Sleeper (2+1),21:35,02:45,05h 10m,INR 467.28,17 Seats available,"4.7
29",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5223,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),13:00,17:40,04h 40m,INR 399,39 Seats available,"4.7
67",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5224,Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),13:00,17:30,04h 30m,INR 469,34 Seats available,"4.6
83",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5225,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:10,03:00,04h 50m,417,34 Seats available,"4.7
8",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5226,Gola Bus Service,VE A/C Seater / Sleeper (2+1),13:20,18:00,04h 40m,INR 449,24 Seats available,"4.4
21",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5227,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,00:30,04h 30m,INR 699,19 Seats available,"4.2
35",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
5228,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:00,02:10,04h 10m,INR 459,32 Seats available,"4.0
4",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
